order_id,customer_id,order_status,status_name,order_date,required_date,shipped_date,Is_Late,latency_days,store_id,staff_id,IS_Local_city,extraction_timestamp,extraction_date,data_source,state
114,1431,4,Completed,2016-03-08,2016-03-10,2016-03-11,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
115,1369,4,Completed,2016-03-09,2016-03-11,2016-03-11,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
116,471,4,Completed,2016-03-10,2016-03-11,2016-03-11,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
117,740,4,Completed,2016-03-10,2016-03-13,2016-03-11,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
118,577,4,Completed,2016-03-12,2016-03-14,2016-03-13,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
119,925,4,Completed,2016-03-12,2016-03-14,2016-03-14,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
120,327,4,Completed,2016-03-14,2016-03-15,2016-03-17,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
121,755,4,Completed,2016-03-14,2016-03-15,2016-03-16,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
122,786,4,Completed,2016-03-14,2016-03-16,2016-03-15,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
123,766,4,Completed,2016-03-15,2016-03-18,2016-03-17,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
124,403,4,Completed,2016-03-16,2016-03-18,2016-03-17,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
125,685,4,Completed,2016-03-16,2016-03-19,2016-03-17,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
126,1365,4,Completed,2016-03-16,2016-03-18,2016-03-18,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
127,484,4,Completed,2016-03-17,2016-03-18,2016-03-19,1,1,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
128,86,4,Completed,2016-03-18,2016-03-20,2016-03-21,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
129,84,4,Completed,2016-03-19,2016-03-21,2016-03-21,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
130,1049,4,Completed,2016-03-19,2016-03-22,2016-03-20,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
131,316,4,Completed,2016-03-19,2016-03-22,2016-03-20,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
132,46,4,Completed,2016-03-20,2016-03-22,2016-03-23,1,1,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
133,409,4,Completed,2016-03-20,2016-03-22,2016-03-21,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
134,679,4,Completed,2016-03-20,2016-03-21,2016-03-21,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
135,1354,4,Completed,2016-03-21,2016-03-23,2016-03-23,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
136,1192,4,Completed,2016-03-21,2016-03-24,2016-03-23,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
137,370,4,Completed,2016-03-23,2016-03-26,2016-03-25,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
138,438,4,Completed,2016-03-23,2016-03-24,2016-03-25,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
139,710,4,Completed,2016-03-23,2016-03-24,2016-03-26,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
140,1264,4,Completed,2016-03-23,2016-03-26,2016-03-26,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
141,557,4,Completed,2016-03-25,2016-03-27,2016-03-26,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
142,170,4,Completed,2016-03-26,2016-03-27,2016-03-27,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
143,693,4,Completed,2016-03-26,2016-03-28,2016-03-28,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
144,1124,4,Completed,2016-03-26,2016-03-29,2016-03-29,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
145,366,4,Completed,2016-03-27,2016-03-29,2016-03-30,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
146,288,4,Completed,2016-03-28,2016-03-30,2016-03-30,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
147,55,4,Completed,2016-03-28,2016-03-31,2016-03-31,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
148,714,4,Completed,2016-03-28,2016-03-30,2016-03-30,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
149,763,4,Completed,2016-03-28,2016-03-30,2016-03-29,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
150,332,4,Completed,2016-03-29,2016-03-31,2016-04-01,1,1,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
151,926,4,Completed,2016-03-29,2016-04-01,2016-03-31,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
152,76,4,Completed,2016-03-29,2016-03-30,2016-03-30,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
153,498,4,Completed,2016-03-30,2016-04-02,2016-04-01,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
154,1286,4,Completed,2016-03-31,2016-04-01,2016-04-01,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
155,371,4,Completed,2016-04-02,2016-04-03,2016-04-04,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
156,357,4,Completed,2016-04-03,2016-04-06,2016-04-05,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
157,43,4,Completed,2016-04-03,2016-04-06,2016-04-06,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
159,32,4,Completed,2016-04-04,2016-04-06,2016-04-06,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
160,205,4,Completed,2016-04-04,2016-04-06,2016-04-06,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
161,251,4,Completed,2016-04-04,2016-04-07,2016-04-05,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
162,31,4,Completed,2016-04-06,2016-04-08,2016-04-07,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
163,1325,4,Completed,2016-04-06,2016-04-07,2016-04-07,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
164,610,4,Completed,2016-04-07,2016-04-08,2016-04-09,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
165,574,4,Completed,2016-04-08,2016-04-10,2016-04-10,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
166,338,4,Completed,2016-04-08,2016-04-11,2016-04-11,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
167,1034,4,Completed,2016-04-08,2016-04-09,2016-04-11,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
168,1147,4,Completed,2016-04-09,2016-04-12,2016-04-11,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
169,99,4,Completed,2016-04-10,2016-04-11,2016-04-11,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
170,1200,4,Completed,2016-04-10,2016-04-11,2016-04-13,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
171,237,4,Completed,2016-04-11,2016-04-14,2016-04-14,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
172,1079,4,Completed,2016-04-11,2016-04-12,2016-04-14,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
173,117,4,Completed,2016-04-11,2016-04-14,2016-04-13,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
174,1361,4,Completed,2016-04-12,2016-04-13,2016-04-15,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
175,951,4,Completed,2016-04-13,2016-04-14,2016-04-14,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
176,643,4,Completed,2016-04-15,2016-04-16,2016-04-17,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
177,121,4,Completed,2016-04-16,2016-04-19,2016-04-19,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
178,756,4,Completed,2016-04-16,2016-04-17,2016-04-18,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
179,616,4,Completed,2016-04-17,2016-04-19,2016-04-19,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
180,918,4,Completed,2016-04-17,2016-04-20,2016-04-19,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
181,459,4,Completed,2016-04-18,2016-04-20,2016-04-20,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
182,854,4,Completed,2016-04-18,2016-04-19,2016-04-20,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
183,22,4,Completed,2016-04-19,2016-04-20,2016-04-20,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
184,134,4,Completed,2016-04-19,2016-04-21,2016-04-22,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
186,1127,4,Completed,2016-04-21,2016-04-22,2016-04-24,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
187,183,4,Completed,2016-04-22,2016-04-23,2016-04-24,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
188,390,4,Completed,2016-04-22,2016-04-23,2016-04-25,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
189,1288,4,Completed,2016-04-23,2016-04-24,2016-04-26,1,2,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
190,98,4,Completed,2016-04-23,2016-04-25,2016-04-25,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
191,919,4,Completed,2016-04-27,2016-04-28,2016-04-28,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
192,728,4,Completed,2016-04-27,2016-04-28,2016-04-29,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
193,1366,4,Completed,2016-04-28,2016-04-30,2016-04-30,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
194,558,4,Completed,2016-04-28,2016-04-30,2016-05-01,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
195,727,4,Completed,2016-04-28,2016-05-01,2016-05-01,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
196,1247,4,Completed,2016-04-28,2016-04-30,2016-05-01,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
197,127,4,Completed,2016-04-30,2016-05-03,2016-05-03,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
198,640,4,Completed,2016-05-01,2016-05-04,2016-05-03,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
199,760,4,Completed,2016-05-01,2016-05-04,2016-05-04,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
200,1074,4,Completed,2016-05-01,2016-05-03,2016-05-03,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
201,280,4,Completed,2016-05-01,2016-05-04,2016-05-02,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
202,600,4,Completed,2016-05-03,2016-05-05,2016-05-04,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
203,1102,4,Completed,2016-05-03,2016-05-05,2016-05-06,1,1,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
