order_id,product_id,quantity,list_price,list_price_egp,discount,item_id,extraction_timestamp,extraction_date,data_source
44,7,1,3999.99,210152.58,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
44,16,1,599.99,31522.44,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
45,4,2,2899.99,152360.48,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
45,21,2,269.99,14184.81,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
45,22,1,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
46,17,1,429.0,22538.92,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
47,6,1,469.99,24692.46,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
47,13,1,269.99,14184.81,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
47,15,1,529.99,27844.76,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
47,25,2,499.99,26268.61,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
48,4,1,2899.99,152360.48,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
48,5,2,1320.99,69402.54,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
48,11,1,1680.99,88316.32,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
48,14,2,269.99,14184.81,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
49,13,2,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
50,3,1,999.99,52537.75,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
50,13,2,269.99,14184.81,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
50,26,2,599.99,31522.44,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
51,13,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
51,20,1,599.99,31522.44,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
51,26,2,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
52,25,1,499.99,26268.61,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
53,8,2,1799.99,94568.37,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
53,14,2,269.99,14184.81,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
53,23,2,299.99,15760.96,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
53,25,2,499.99,26268.61,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
54,3,1,999.99,52537.75,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
54,26,2,599.99,31522.44,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
55,15,2,529.99,27844.76,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
55,21,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
55,25,2,499.99,26268.61,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
56,20,2,599.99,31522.44,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
57,13,1,269.99,14184.81,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
57,19,2,449.0,23589.69,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
57,23,2,299.99,15760.96,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
58,14,2,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
58,18,1,449.0,23589.69,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
58,23,1,299.99,15760.96,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
59,2,1,749.99,39403.18,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
59,17,2,429.0,22538.92,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
59,21,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
60,4,1,2899.99,152360.48,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
60,14,2,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
60,15,1,529.99,27844.76,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
60,22,1,269.99,14184.81,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
61,5,2,1320.99,69402.54,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
61,15,2,529.99,27844.76,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
61,25,1,499.99,26268.61,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
62,8,2,1799.99,94568.37,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
62,14,1,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
62,22,2,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
63,3,1,999.99,52537.75,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
63,19,2,449.0,23589.69,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
63,25,2,499.99,26268.61,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
64,22,2,269.99,14184.81,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
64,23,2,299.99,15760.96,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
64,24,2,549.99,28895.53,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
64,25,2,499.99,26268.61,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
65,12,1,549.99,28895.53,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
66,2,1,749.99,39403.18,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
66,12,1,549.99,28895.53,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
66,23,1,299.99,15760.96,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
67,5,2,1320.99,69402.54,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
67,12,2,549.99,28895.53,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
67,19,1,449.0,23589.69,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
67,21,1,269.99,14184.81,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
67,23,2,299.99,15760.96,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
68,13,2,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
68,17,1,429.0,22538.92,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
69,5,1,1320.99,69402.54,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
69,10,1,1549.0,81381.79,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
69,22,2,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
71,18,1,449.0,23589.69,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
71,24,1,549.99,28895.53,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
71,26,2,599.99,31522.44,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
72,12,1,549.99,28895.53,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
72,13,2,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
72,17,2,429.0,22538.92,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
73,3,2,999.99,52537.75,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
73,22,1,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
73,23,2,299.99,15760.96,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
73,25,1,499.99,26268.61,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
73,26,2,599.99,31522.44,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
74,6,1,469.99,24692.46,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
74,16,2,599.99,31522.44,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
75,3,1,999.99,52537.75,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
75,7,2,3999.99,210152.58,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
75,15,1,529.99,27844.76,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
77,20,1,599.99,31522.44,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
77,24,2,549.99,28895.53,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
77,25,1,499.99,26268.61,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
77,26,1,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
78,14,2,269.99,14184.81,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
78,17,1,429.0,22538.92,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
78,18,2,449.0,23589.69,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
78,19,1,449.0,23589.69,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
79,6,1,469.99,24692.46,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
79,9,2,2999.99,157614.31,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
79,17,2,429.0,22538.92,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
79,25,2,499.99,26268.61,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
80,17,1,429.0,22538.92,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
80,24,1,549.99,28895.53,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
80,26,1,599.99,31522.44,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
81,10,2,1549.0,81381.79,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
81,23,2,299.99,15760.96,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
81,25,2,499.99,26268.61,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
82,11,2,1680.99,88316.32,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
82,25,2,499.99,26268.61,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
83,3,2,999.99,52537.75,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
83,20,1,599.99,31522.44,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
84,15,2,529.99,27844.76,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
84,23,2,299.99,15760.96,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
85,4,2,2899.99,152360.48,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
85,18,1,449.0,23589.69,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
86,9,2,2999.99,157614.31,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
86,15,1,529.99,27844.76,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
86,21,2,269.99,14184.81,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
86,23,2,299.99,15760.96,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
87,20,2,599.99,31522.44,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
87,23,2,299.99,15760.96,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
88,7,1,3999.99,210152.58,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
88,8,2,1799.99,94568.37,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
88,10,1,1549.0,81381.79,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
89,5,1,1320.99,69402.54,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
89,6,2,469.99,24692.46,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
90,3,1,999.99,52537.75,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
90,6,1,469.99,24692.46,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
91,11,1,1680.99,88316.32,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
91,13,2,269.99,14184.81,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
91,15,2,529.99,27844.76,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
91,25,1,499.99,26268.61,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
92,8,1,1799.99,94568.37,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
93,2,1,749.99,39403.18,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
93,10,2,1549.0,81381.79,0.07,5,1714563465,2024-05-01 11:37:45,SQL-Server
93,17,1,429.0,22538.92,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
93,21,1,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
93,22,2,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
94,4,1,2899.99,152360.48,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
94,11,1,1680.99,88316.32,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
94,12,1,549.99,28895.53,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
94,21,2,269.99,14184.81,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
95,8,2,1799.99,94568.37,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
95,10,2,1549.0,81381.79,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
95,19,1,449.0,23589.69,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
95,20,2,599.99,31522.44,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
96,23,1,299.99,15760.96,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
96,26,1,599.99,31522.44,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
97,2,1,749.99,39403.18,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
97,6,2,469.99,24692.46,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
97,19,1,449.0,23589.69,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
97,20,2,599.99,31522.44,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
98,2,1,749.99,39403.18,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
98,19,1,449.0,23589.69,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
98,21,1,269.99,14184.81,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
98,22,2,269.99,14184.81,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
99,7,2,3999.99,210152.58,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
99,13,1,269.99,14184.81,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
99,21,1,269.99,14184.81,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
99,23,2,299.99,15760.96,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
99,25,2,499.99,26268.61,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
100,7,2,3999.99,210152.58,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
100,11,2,1680.99,88316.32,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
100,12,2,549.99,28895.53,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
100,16,2,599.99,31522.44,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
100,24,2,549.99,28895.53,0.1,5,1714563465,2024-05-01 11:37:45,SQL-Server
101,12,2,549.99,28895.53,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
102,15,1,529.99,27844.76,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
102,22,1,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
103,3,1,999.99,52537.75,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
103,9,2,2999.99,157614.31,0.1,5,1714563465,2024-05-01 11:37:45,SQL-Server
103,15,2,529.99,27844.76,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
