date_key,full_date,year,quarter,month,month_name,day,day_name,is_weekend
20161026,2016-10-26,2016,4,10,October,26,Wednesday,No
20161027,2016-10-27,2016,4,10,October,27,Thursday,No
20161028,2016-10-28,2016,4,10,October,28,Friday,Yes
20161029,2016-10-29,2016,4,10,October,29,Saturday,No
20161030,2016-10-30,2016,4,10,October,30,Sunday,No
20161031,2016-10-31,2016,4,10,October,31,Monday,No
20161101,2016-11-01,2016,4,11,November,1,Tuesday,No
20161102,2016-11-02,2016,4,11,November,2,Wednesday,No
20161103,2016-11-03,2016,4,11,November,3,Thursday,No
20161104,2016-11-04,2016,4,11,November,4,Friday,Yes
20161105,2016-11-05,2016,4,11,November,5,Saturday,No
20161106,2016-11-06,2016,4,11,November,6,Sunday,No
20161107,2016-11-07,2016,4,11,November,7,Monday,No
20161108,2016-11-08,2016,4,11,November,8,Tuesday,No
20161109,2016-11-09,2016,4,11,November,9,Wednesday,No
20161110,2016-11-10,2016,4,11,November,10,Thursday,No
20161111,2016-11-11,2016,4,11,November,11,Friday,Yes
20161112,2016-11-12,2016,4,11,November,12,Saturday,No
20161113,2016-11-13,2016,4,11,November,13,Sunday,No
20161114,2016-11-14,2016,4,11,November,14,Monday,No
20161115,2016-11-15,2016,4,11,November,15,Tuesday,No
20161116,2016-11-16,2016,4,11,November,16,Wednesday,No
20161117,2016-11-17,2016,4,11,November,17,Thursday,No
20161118,2016-11-18,2016,4,11,November,18,Friday,Yes
20161119,2016-11-19,2016,4,11,November,19,Saturday,No
20161120,2016-11-20,2016,4,11,November,20,Sunday,No
20161121,2016-11-21,2016,4,11,November,21,Monday,No
20161122,2016-11-22,2016,4,11,November,22,Tuesday,No
20161123,2016-11-23,2016,4,11,November,23,Wednesday,No
20161124,2016-11-24,2016,4,11,November,24,Thursday,No
20161125,2016-11-25,2016,4,11,November,25,Friday,Yes
20161126,2016-11-26,2016,4,11,November,26,Saturday,No
20161127,2016-11-27,2016,4,11,November,27,Sunday,No
20161128,2016-11-28,2016,4,11,November,28,Monday,No
20161129,2016-11-29,2016,4,11,November,29,Tuesday,No
20161130,2016-11-30,2016,4,11,November,30,Wednesday,No
20161201,2016-12-01,2016,4,12,December,1,Thursday,No
20161202,2016-12-02,2016,4,12,December,2,Friday,Yes
20161203,2016-12-03,2016,4,12,December,3,Saturday,No
20161204,2016-12-04,2016,4,12,December,4,Sunday,No
20161205,2016-12-05,2016,4,12,December,5,Monday,No
20161206,2016-12-06,2016,4,12,December,6,Tuesday,No
20161207,2016-12-07,2016,4,12,December,7,Wednesday,No
20161208,2016-12-08,2016,4,12,December,8,Thursday,No
20161209,2016-12-09,2016,4,12,December,9,Friday,Yes
20161210,2016-12-10,2016,4,12,December,10,Saturday,No
20161211,2016-12-11,2016,4,12,December,11,Sunday,No
20161212,2016-12-12,2016,4,12,December,12,Monday,No
20161213,2016-12-13,2016,4,12,December,13,Tuesday,No
20161214,2016-12-14,2016,4,12,December,14,Wednesday,No
20161215,2016-12-15,2016,4,12,December,15,Thursday,No
20161216,2016-12-16,2016,4,12,December,16,Friday,Yes
20161217,2016-12-17,2016,4,12,December,17,Saturday,No
20161218,2016-12-18,2016,4,12,December,18,Sunday,No
20161219,2016-12-19,2016,4,12,December,19,Monday,No
20161220,2016-12-20,2016,4,12,December,20,Tuesday,No
20161221,2016-12-21,2016,4,12,December,21,Wednesday,No
20161222,2016-12-22,2016,4,12,December,22,Thursday,No
20161223,2016-12-23,2016,4,12,December,23,Friday,Yes
20161224,2016-12-24,2016,4,12,December,24,Saturday,No
20161225,2016-12-25,2016,4,12,December,25,Sunday,No
20161226,2016-12-26,2016,4,12,December,26,Monday,No
20161227,2016-12-27,2016,4,12,December,27,Tuesday,No
20161228,2016-12-28,2016,4,12,December,28,Wednesday,No
20161229,2016-12-29,2016,4,12,December,29,Thursday,No
20161230,2016-12-30,2016,4,12,December,30,Friday,Yes
20161231,2016-12-31,2016,4,12,December,31,Saturday,No
20170101,2017-01-01,2017,1,1,January,1,Sunday,No
20170102,2017-01-02,2017,1,1,January,2,Monday,No
20170103,2017-01-03,2017,1,1,January,3,Tuesday,No
20170104,2017-01-04,2017,1,1,January,4,Wednesday,No
20170105,2017-01-05,2017,1,1,January,5,Thursday,No
20170106,2017-01-06,2017,1,1,January,6,Friday,Yes
20170107,2017-01-07,2017,1,1,January,7,Saturday,No
20170108,2017-01-08,2017,1,1,January,8,Sunday,No
20170109,2017-01-09,2017,1,1,January,9,Monday,No
20170110,2017-01-10,2017,1,1,January,10,Tuesday,No
20170111,2017-01-11,2017,1,1,January,11,Wednesday,No
20170112,2017-01-12,2017,1,1,January,12,Thursday,No
20170113,2017-01-13,2017,1,1,January,13,Friday,Yes
20170114,2017-01-14,2017,1,1,January,14,Saturday,No
20170115,2017-01-15,2017,1,1,January,15,Sunday,No
20170116,2017-01-16,2017,1,1,January,16,Monday,No
20170117,2017-01-17,2017,1,1,January,17,Tuesday,No
20170118,2017-01-18,2017,1,1,January,18,Wednesday,No
20170119,2017-01-19,2017,1,1,January,19,Thursday,No
20170120,2017-01-20,2017,1,1,January,20,Friday,Yes
20170121,2017-01-21,2017,1,1,January,21,Saturday,No
20170122,2017-01-22,2017,1,1,January,22,Sunday,No
20170123,2017-01-23,2017,1,1,January,23,Monday,No
20170124,2017-01-24,2017,1,1,January,24,Tuesday,No
20170125,2017-01-25,2017,1,1,January,25,Wednesday,No
20170126,2017-01-26,2017,1,1,January,26,Thursday,No
20170127,2017-01-27,2017,1,1,January,27,Friday,Yes
20170128,2017-01-28,2017,1,1,January,28,Saturday,No
20170129,2017-01-29,2017,1,1,January,29,Sunday,No
20170130,2017-01-30,2017,1,1,January,30,Monday,No
20170131,2017-01-31,2017,1,1,January,31,Tuesday,No
20170201,2017-02-01,2017,1,2,February,1,Wednesday,No
20170202,2017-02-02,2017,1,2,February,2,Thursday,No
20170203,2017-02-03,2017,1,2,February,3,Friday,Yes
20170204,2017-02-04,2017,1,2,February,4,Saturday,No
20170205,2017-02-05,2017,1,2,February,5,Sunday,No
20170206,2017-02-06,2017,1,2,February,6,Monday,No
20170207,2017-02-07,2017,1,2,February,7,Tuesday,No
20170208,2017-02-08,2017,1,2,February,8,Wednesday,No
20170209,2017-02-09,2017,1,2,February,9,Thursday,No
20170210,2017-02-10,2017,1,2,February,10,Friday,Yes
20170211,2017-02-11,2017,1,2,February,11,Saturday,No
20170212,2017-02-12,2017,1,2,February,12,Sunday,No
20170213,2017-02-13,2017,1,2,February,13,Monday,No
20170214,2017-02-14,2017,1,2,February,14,Tuesday,No
20170215,2017-02-15,2017,1,2,February,15,Wednesday,No
20170216,2017-02-16,2017,1,2,February,16,Thursday,No
20170217,2017-02-17,2017,1,2,February,17,Friday,Yes
20170218,2017-02-18,2017,1,2,February,18,Saturday,No
20170219,2017-02-19,2017,1,2,February,19,Sunday,No
20170220,2017-02-20,2017,1,2,February,20,Monday,No
20170221,2017-02-21,2017,1,2,February,21,Tuesday,No
20170222,2017-02-22,2017,1,2,February,22,Wednesday,No
20170223,2017-02-23,2017,1,2,February,23,Thursday,No
20170224,2017-02-24,2017,1,2,February,24,Friday,Yes
20170225,2017-02-25,2017,1,2,February,25,Saturday,No
20170226,2017-02-26,2017,1,2,February,26,Sunday,No
20170227,2017-02-27,2017,1,2,February,27,Monday,No
20170228,2017-02-28,2017,1,2,February,28,Tuesday,No
20170301,2017-03-01,2017,1,3,March,1,Wednesday,No
20170302,2017-03-02,2017,1,3,March,2,Thursday,No
20170303,2017-03-03,2017,1,3,March,3,Friday,Yes
20170304,2017-03-04,2017,1,3,March,4,Saturday,No
20170305,2017-03-05,2017,1,3,March,5,Sunday,No
20170306,2017-03-06,2017,1,3,March,6,Monday,No
20170307,2017-03-07,2017,1,3,March,7,Tuesday,No
20170308,2017-03-08,2017,1,3,March,8,Wednesday,No
20170309,2017-03-09,2017,1,3,March,9,Thursday,No
20170310,2017-03-10,2017,1,3,March,10,Friday,Yes
20170311,2017-03-11,2017,1,3,March,11,Saturday,No
20170312,2017-03-12,2017,1,3,March,12,Sunday,No
20170313,2017-03-13,2017,1,3,March,13,Monday,No
20170314,2017-03-14,2017,1,3,March,14,Tuesday,No
20170315,2017-03-15,2017,1,3,March,15,Wednesday,No
20170316,2017-03-16,2017,1,3,March,16,Thursday,No
20170317,2017-03-17,2017,1,3,March,17,Friday,Yes
20170318,2017-03-18,2017,1,3,March,18,Saturday,No
20170319,2017-03-19,2017,1,3,March,19,Sunday,No
20170320,2017-03-20,2017,1,3,March,20,Monday,No
20170321,2017-03-21,2017,1,3,March,21,Tuesday,No
20170322,2017-03-22,2017,1,3,March,22,Wednesday,No
20170323,2017-03-23,2017,1,3,March,23,Thursday,No
20170324,2017-03-24,2017,1,3,March,24,Friday,Yes
20170325,2017-03-25,2017,1,3,March,25,Saturday,No
20170326,2017-03-26,2017,1,3,March,26,Sunday,No
20170327,2017-03-27,2017,1,3,March,27,Monday,No
20170328,2017-03-28,2017,1,3,March,28,Tuesday,No
20170329,2017-03-29,2017,1,3,March,29,Wednesday,No
20170330,2017-03-30,2017,1,3,March,30,Thursday,No
20170331,2017-03-31,2017,1,3,March,31,Friday,Yes
20170401,2017-04-01,2017,2,4,April,1,Saturday,No
20170402,2017-04-02,2017,2,4,April,2,Sunday,No
20170403,2017-04-03,2017,2,4,April,3,Monday,No
20170404,2017-04-04,2017,2,4,April,4,Tuesday,No
20170405,2017-04-05,2017,2,4,April,5,Wednesday,No
20170406,2017-04-06,2017,2,4,April,6,Thursday,No
20170407,2017-04-07,2017,2,4,April,7,Friday,Yes
20170408,2017-04-08,2017,2,4,April,8,Saturday,No
20170409,2017-04-09,2017,2,4,April,9,Sunday,No
20170410,2017-04-10,2017,2,4,April,10,Monday,No
20170411,2017-04-11,2017,2,4,April,11,Tuesday,No
20170412,2017-04-12,2017,2,4,April,12,Wednesday,No
20170413,2017-04-13,2017,2,4,April,13,Thursday,No
20170414,2017-04-14,2017,2,4,April,14,Friday,Yes
20170415,2017-04-15,2017,2,4,April,15,Saturday,No
20170416,2017-04-16,2017,2,4,April,16,Sunday,No
20170417,2017-04-17,2017,2,4,April,17,Monday,No
20170418,2017-04-18,2017,2,4,April,18,Tuesday,No
20170419,2017-04-19,2017,2,4,April,19,Wednesday,No
