sales_key,order_id,item_id,customer_id,product_id,store_id,staff_id,order_status,order_date_key,required_date_key,shipped_date_key,is_late,latency_days,is_local,quantity,list_price_egp,discount,gross_amount,net_amount
18,6,3,94,20,2,6,Completed,20160104,20160107,20160105,0,0,0,1,31522.44,0.1,31522.44,28370.196
19,7,2,324,3,2,6,Completed,20160104,20160107,20160105,0,0,0,2,52537.75,0.1,105075.5,99821.725
20,7,1,324,15,2,6,Completed,20160104,20160107,20160105,0,0,0,2,27844.76,0.07,55689.52,53740.3868
21,7,3,324,17,2,6,Completed,20160104,20160107,20160105,0,0,0,4,22538.92,0.1,90155.68,87901.788
22,8,2,1204,20,2,7,Completed,20160104,20160105,20160105,0,0,0,2,31522.44,0.07,63044.88,60838.309199999996
23,8,1,1204,22,2,7,Completed,20160104,20160105,20160105,0,0,0,1,14184.81,0.05,14184.81,13475.5695
24,9,1,60,7,1,2,Completed,20160105,20160108,20160108,0,0,0,2,210152.58,0.1,420305.16,399289.902
25,10,1,442,14,2,6,Completed,20160105,20160106,20160106,0,0,0,1,14184.81,0.1,14184.81,12766.329
26,11,1,1326,8,2,7,Completed,20160105,20160108,20160107,0,0,0,1,94568.37,0.05,94568.37,89839.9515
27,11,3,1326,16,2,7,Completed,20160105,20160108,20160107,0,0,0,2,31522.44,0.2,63044.88,56740.392
28,11,2,1326,22,2,7,Completed,20160105,20160108,20160107,0,0,0,2,14184.81,0.1,28369.62,26951.139
29,12,1,91,4,1,2,Completed,20160106,20160108,20160109,1,1,0,2,152360.48,0.1,304720.96,289484.912
30,12,2,91,11,1,2,Completed,20160106,20160108,20160109,1,1,0,1,88316.32,0.05,88316.32,83900.504
31,13,1,873,13,2,6,Completed,20160108,20160111,20160111,0,0,0,1,14184.81,0.1,14184.81,12766.329
32,13,4,873,16,2,6,Completed,20160108,20160111,20160111,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
33,13,2,873,17,2,6,Completed,20160108,20160111,20160111,0,0,0,2,22538.92,0.05,45077.84,43950.894
34,13,3,873,20,2,6,Completed,20160108,20160111,20160111,0,0,0,2,31522.44,0.1,63044.88,59892.636
35,14,1,258,6,1,3,Completed,20160109,20160111,20160112,1,1,0,1,24692.46,0.07,24692.46,22963.9878
36,15,2,450,8,2,7,Completed,20160109,20160110,20160112,1,2,0,1,94568.37,0.07,94568.37,87948.5841
37,15,1,450,12,2,7,Completed,20160109,20160110,20160112,1,2,0,2,28895.53,0.07,57791.06,55768.372899999995
38,15,3,450,18,2,7,Completed,20160109,20160110,20160112,1,2,0,2,23589.69,0.05,47179.38,45999.8955
39,15,4,450,23,2,7,Completed,20160109,20160110,20160112,1,2,0,2,15760.96,0.2,31521.92,28369.728
40,16,1,552,8,1,3,Completed,20160112,20160115,20160115,0,0,0,1,94568.37,0.2,94568.37,75654.696
41,16,3,552,13,1,3,Completed,20160112,20160115,20160115,0,0,0,2,14184.81,0.07,28369.62,27376.6833
42,16,4,552,14,1,3,Completed,20160112,20160115,20160115,0,0,0,1,14184.81,0.07,14184.81,13191.8733
43,16,2,552,21,1,3,Completed,20160112,20160115,20160115,0,0,0,1,14184.81,0.05,14184.81,13475.5695
44,17,3,1175,5,1,3,Completed,20160112,20160114,20160114,0,0,0,1,69402.54,0.1,69402.54,62462.28599999999
45,17,1,1175,8,1,3,Completed,20160112,20160114,20160114,0,0,0,1,94568.37,0.07,94568.37,87948.5841
46,17,4,1175,20,1,3,Completed,20160112,20160114,20160114,0,0,0,2,31522.44,0.2,63044.88,56740.392
47,17,2,1175,23,1,3,Completed,20160112,20160114,20160114,0,0,0,1,15760.96,0.1,15760.96,14184.864
48,18,1,541,2,1,3,Completed,20160114,20160117,20160115,0,0,0,2,39403.18,0.2,78806.36,70925.724
49,18,3,541,7,1,3,Completed,20160114,20160117,20160115,0,0,0,1,210152.58,0.1,210152.58,189137.322
50,18,5,541,9,1,3,Completed,20160114,20160117,20160115,0,0,0,2,157614.31,0.1,315228.62,299467.189
51,18,2,541,22,1,3,Completed,20160114,20160117,20160115,0,0,0,1,14184.81,0.05,14184.81,13475.5695
52,18,4,541,25,1,3,Completed,20160114,20160117,20160115,0,0,0,2,26268.61,0.05,52537.22,51223.7895
53,19,2,696,9,1,2,Completed,20160114,20160117,20160116,0,0,0,2,157614.31,0.2,315228.62,283705.758
54,19,1,696,10,1,2,Completed,20160114,20160117,20160116,0,0,0,1,81381.79,0.07,81381.79,75685.06469999999
55,20,1,923,9,1,2,Completed,20160114,20160116,20160117,1,1,0,1,157614.31,0.07,157614.31,146581.3083
56,20,2,923,10,1,2,Completed,20160114,20160116,20160117,1,1,0,2,81381.79,0.07,162763.58,157066.8547
57,21,3,1250,10,2,6,Completed,20160115,20160116,20160118,1,2,0,1,81381.79,0.07,81381.79,75685.06469999999
58,21,1,1250,14,2,6,Completed,20160115,20160116,20160118,1,2,0,1,14184.81,0.05,14184.81,13475.5695
59,21,2,1250,17,2,6,Completed,20160115,20160116,20160118,1,2,0,1,22538.92,0.1,22538.92,20285.028
60,22,1,1035,15,1,2,Completed,20160116,20160118,20160117,0,0,0,2,27844.76,0.2,55689.52,50120.568
61,22,2,1035,22,1,2,Completed,20160116,20160118,20160117,0,0,0,1,14184.81,0.05,14184.81,13475.5695
62,23,1,1149,4,1,2,Completed,20160116,20160119,20160119,0,0,0,2,152360.48,0.05,304720.96,297102.93600000005
63,23,3,1149,13,1,2,Completed,20160116,20160119,20160119,0,0,0,1,14184.81,0.2,14184.81,11347.848
64,23,2,1149,23,1,2,Completed,20160116,20160119,20160119,0,0,0,2,15760.96,0.1,31521.92,29945.823999999997
65,24,1,636,3,2,7,Completed,20160118,20160120,20160119,0,0,0,2,52537.75,0.1,105075.5,99821.725
66,24,2,636,18,2,7,Completed,20160118,20160120,20160119,0,0,0,2,23589.69,0.07,47179.38,45528.1017
67,25,2,657,10,2,6,Completed,20160118,20160121,20160121,0,0,1,2,81381.79,0.2,162763.58,146487.22199999998
68,25,4,657,14,2,6,Completed,20160118,20160121,20160121,0,0,1,1,14184.81,0.2,14184.81,11347.848
69,25,5,657,21,2,6,Completed,20160118,20160121,20160121,0,0,1,1,14184.81,0.1,14184.81,12766.329
70,25,3,657,22,2,6,Completed,20160118,20160121,20160121,0,0,1,1,14184.81,0.2,14184.81,11347.848
71,25,1,657,23,2,6,Completed,20160118,20160121,20160121,0,0,1,2,15760.96,0.2,31521.92,28369.728
72,26,2,1280,2,2,7,Completed,20160118,20160121,20160119,0,0,0,1,39403.18,0.2,39403.18,31522.544
73,26,1,1280,7,2,7,Completed,20160118,20160121,20160119,0,0,0,1,210152.58,0.05,210152.58,199644.951
74,26,3,1280,12,2,7,Completed,20160118,20160121,20160119,0,0,0,1,28895.53,0.2,28895.53,23116.424
75,26,4,1280,21,2,7,Completed,20160118,20160121,20160119,0,0,0,2,14184.81,0.07,28369.62,27376.6833
76,27,1,57,5,2,7,Completed,20160119,20160121,20160120,0,0,0,1,69402.54,0.2,69402.54,55522.03199999999
77,27,4,57,8,2,7,Completed,20160119,20160121,20160120,0,0,0,1,94568.37,0.07,94568.37,87948.5841
78,27,2,57,19,2,7,Completed,20160119,20160121,20160120,0,0,0,1,23589.69,0.2,23589.69,18871.752
79,27,3,57,26,2,7,Completed,20160119,20160121,20160120,0,0,0,2,31522.44,0.07,63044.88,60838.309199999996
80,28,1,252,5,2,6,Completed,20160119,20160120,20160121,1,1,0,1,69402.54,0.05,69402.54,65932.413
81,28,4,252,6,2,6,Completed,20160119,20160120,20160121,1,1,0,1,24692.46,0.05,24692.46,23457.837
82,28,2,252,7,2,6,Completed,20160119,20160120,20160121,1,1,0,2,210152.58,0.2,420305.16,378274.644
83,28,3,252,14,2,6,Completed,20160119,20160120,20160121,1,1,0,2,14184.81,0.1,28369.62,26951.139
84,29,2,437,6,2,6,Completed,20160120,20160122,20160121,0,0,0,1,24692.46,0.2,24692.46,19753.968
85,29,4,437,8,2,6,Completed,20160120,20160122,20160121,0,0,0,1,94568.37,0.2,94568.37,75654.696
86,29,5,437,14,2,6,Completed,20160120,20160122,20160121,0,0,0,2,14184.81,0.05,28369.62,27660.3795
87,29,3,437,21,2,6,Completed,20160120,20160122,20160121,0,0,0,2,14184.81,0.1,28369.62,26951.139
88,29,1,437,24,2,6,Completed,20160120,20160122,20160121,0,0,0,2,28895.53,0.05,57791.06,56346.2835
89,30,4,1348,4,2,6,Completed,20160120,20160121,20160121,0,0,0,1,152360.48,0.1,152360.48,137124.432
90,30,5,1348,7,2,6,Completed,20160120,20160121,20160121,0,0,0,2,210152.58,0.1,420305.16,399289.902
91,30,2,1348,17,2,6,Completed,20160120,20160121,20160121,0,0,0,1,22538.92,0.07,22538.92,20961.1956
92,30,3,1348,19,2,6,Completed,20160120,20160121,20160121,0,0,0,1,23589.69,0.1,23589.69,21230.720999999998
93,30,1,1348,26,2,6,Completed,20160120,20160121,20160121,0,0,0,1,31522.44,0.05,31522.44,29946.318
94,31,2,1238,9,3,8,Completed,20160120,20160122,20160122,0,0,0,2,157614.31,0.2,315228.62,283705.758
95,31,1,1238,11,3,8,Completed,20160120,20160122,20160122,0,0,0,2,88316.32,0.05,176632.64,172216.82400000002
96,32,1,1259,8,1,3,Completed,20160121,20160124,20160122,0,0,0,2,94568.37,0.07,189136.74,182516.9541
97,32,2,1259,12,1,3,Completed,20160121,20160124,20160122,0,0,0,2,28895.53,0.07,57791.06,55768.372899999995
98,32,3,1259,25,1,3,Completed,20160121,20160124,20160122,0,0,0,2,26268.61,0.1,52537.22,49910.359000000004
99,33,2,236,7,2,6,Completed,20160121,20160122,20160122,0,0,0,1,210152.58,0.1,210152.58,189137.322
100,33,1,236,23,2,6,Completed,20160121,20160122,20160122,0,0,0,2,15760.96,0.07,31521.92,30418.6528
101,34,1,80,8,2,6,Completed,20160122,20160125,20160123,0,0,0,2,94568.37,0.07,189136.74,182516.9541
102,34,2,80,10,2,6,Completed,20160122,20160125,20160123,0,0,0,2,81381.79,0.1,162763.58,154625.40099999998
103,34,3,80,17,2,6,Completed,20160122,20160125,20160123,0,0,0,2,22538.92,0.2,45077.84,40570.056
104,35,3,813,5,2,7,Completed,20160122,20160125,20160124,0,0,0,1,69402.54,0.2,69402.54,55522.03199999999
105,35,1,813,18,2,7,Completed,20160122,20160125,20160124,0,0,0,1,23589.69,0.05,23589.69,22410.2055
106,35,2,813,20,2,7,Completed,20160122,20160125,20160124,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
107,35,4,813,21,2,7,Completed,20160122,20160125,20160124,0,0,0,2,14184.81,0.07,28369.62,27376.6833
108,35,5,813,22,2,7,Completed,20160122,20160125,20160124,0,0,0,1,14184.81,0.07,14184.81,13191.8733
109,36,3,1321,3,2,6,Completed,20160123,20160124,20160124,0,0,0,2,52537.75,0.2,105075.5,94567.95
110,36,2,1321,5,2,6,Completed,20160123,20160124,20160124,0,0,0,1,69402.54,0.05,69402.54,65932.413
111,36,1,1321,9,2,6,Completed,20160123,20160124,20160124,0,0,0,1,157614.31,0.07,157614.31,146581.3083
112,37,1,164,16,2,6,Completed,20160125,20160128,20160126,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
113,38,1,583,7,2,7,Completed,20160125,20160127,20160126,0,0,0,2,210152.58,0.05,420305.16,409797.53099999996
114,38,4,583,10,2,7,Completed,20160125,20160127,20160126,0,0,0,2,81381.79,0.1,162763.58,154625.40099999998
115,38,2,583,23,2,7,Completed,20160125,20160127,20160126,0,0,0,1,15760.96,0.07,15760.96,14657.692799999999
116,38,5,583,24,2,7,Completed,20160125,20160127,20160126,0,0,0,1,28895.53,0.07,28895.53,26872.8429
117,38,3,583,25,2,7,Completed,20160125,20160127,20160126,0,0,0,1,26268.61,0.2,26268.61,21014.888
118,39,3,1296,3,2,7,Completed,20160125,20160126,20160126,0,0,0,2,52537.75,0.05,105075.5,102448.6125
119,39,4,1296,15,2,7,Completed,20160125,20160126,20160126,0,0,0,1,27844.76,0.1,27844.76,25060.284
120,39,2,1296,16,2,7,Completed,20160125,20160126,20160126,0,0,0,2,31522.44,0.2,63044.88,56740.392
121,39,1,1296,22,2,7,Completed,20160125,20160126,20160126,0,0,0,2,14184.81,0.2,28369.62,25532.658
122,40,2,348,8,1,3,Completed,20160127,20160128,20160129,1,1,0,2,94568.37,0.2,189136.74,170223.066
123,40,1,348,17,1,3,Completed,20160127,20160128,20160129,1,1,0,1,22538.92,0.2,22538.92,18031.136
124,41,1,979,5,2,6,Completed,20160127,20160130,20160129,0,0,0,1,69402.54,0.1,69402.54,62462.28599999999
125,41,2,979,19,2,6,Completed,20160127,20160130,20160129,0,0,0,2,23589.69,0.2,47179.38,42461.441999999995
126,41,3,979,26,2,6,Completed,20160127,20160130,20160129,0,0,0,2,31522.44,0.2,63044.88,56740.392
127,42,1,1095,19,2,7,Completed,20160127,20160128,20160130,1,2,0,1,23589.69,0.05,23589.69,22410.2055
128,43,2,1434,12,2,7,Completed,20160127,20160128,20160130,1,2,0,2,28895.53,0.05,57791.06,56346.2835
129,43,1,1434,13,2,7,Completed,20160127,20160128,20160130,1,2,0,2,14184.81,0.1,28369.62,26951.139
130,44,1,861,7,2,7,Completed,20160128,20160131,20160130,0,0,0,1,210152.58,0.1,210152.58,189137.322
131,44,2,861,16,2,7,Completed,20160128,20160131,20160130,0,0,0,1,31522.44,0.05,31522.44,29946.318
132,45,1,1220,4,2,7,Completed,20160128,20160131,20160131,0,0,0,2,152360.48,0.2,304720.96,274248.864
133,45,3,1220,21,2,7,Completed,20160128,20160131,20160131,0,0,0,2,14184.81,0.05,28369.62,27660.3795
134,45,2,1220,22,2,7,Completed,20160128,20160131,20160131,0,0,0,1,14184.81,0.07,14184.81,13191.8733
135,46,1,746,17,2,7,Completed,20160129,20160131,20160131,0,0,0,1,22538.92,0.1,22538.92,20285.028
136,47,1,1234,6,2,7,Completed,20160129,20160130,20160131,1,1,0,1,24692.46,0.05,24692.46,23457.837
137,47,4,1234,13,2,7,Completed,20160129,20160130,20160131,1,1,0,1,14184.81,0.2,14184.81,11347.848
138,47,2,1234,15,2,7,Completed,20160129,20160130,20160131,1,1,0,1,27844.76,0.1,27844.76,25060.284
139,47,3,1234,25,2,7,Completed,20160129,20160130,20160131,1,1,0,2,26268.61,0.07,52537.22,50698.4173
140,48,2,1012,4,2,7,Completed,20160130,20160201,20160202,1,1,0,1,152360.48,0.2,152360.48,121888.384
141,48,3,1012,5,2,7,Completed,20160130,20160201,20160202,1,1,0,2,69402.54,0.1,138805.08,131864.826
142,48,1,1012,11,2,7,Completed,20160130,20160201,20160202,1,1,0,1,88316.32,0.1,88316.32,79484.68800000001
143,48,4,1012,14,2,7,Completed,20160130,20160201,20160202,1,1,0,2,14184.81,0.07,28369.62,27376.6833
144,49,1,608,13,2,6,Completed,20160131,20160201,20160202,1,1,0,2,14184.81,0.07,28369.62,27376.6833
145,50,1,872,3,3,8,Completed,20160131,20160203,20160202,0,0,0,1,52537.75,0.05,52537.75,49910.8625
146,50,3,872,13,3,8,Completed,20160131,20160203,20160202,0,0,0,2,14184.81,0.2,28369.62,25532.658
147,50,2,872,26,3,8,Completed,20160131,20160203,20160202,0,0,0,2,31522.44,0.07,63044.88,60838.309199999996
148,51,1,1047,13,2,7,Completed,20160201,20160202,20160203,1,1,0,1,14184.81,0.05,14184.81,13475.5695
149,51,2,1047,20,2,7,Completed,20160201,20160202,20160203,1,1,0,1,31522.44,0.05,31522.44,29946.318
150,51,3,1047,26,2,7,Completed,20160201,20160202,20160203,1,1,0,2,31522.44,0.2,63044.88,56740.392
151,52,1,767,25,1,2,Completed,20160203,20160204,20160205,1,1,0,1,26268.61,0.07,26268.61,24429.8073
152,53,1,965,8,2,6,Completed,20160203,20160204,20160205,1,1,0,2,94568.37,0.2,189136.74,170223.066
153,53,3,965,14,2,6,Completed,20160203,20160204,20160205,1,1,0,2,14184.81,0.2,28369.62,25532.658
154,53,2,965,23,2,6,Completed,20160203,20160204,20160205,1,1,0,2,15760.96,0.05,31521.92,30733.872
155,53,4,965,25,2,6,Completed,20160203,20160204,20160205,1,1,0,2,26268.61,0.1,52537.22,49910.359000000004
156,54,2,535,3,2,7,Completed,20160204,20160207,20160207,0,0,0,1,52537.75,0.2,52537.75,42030.2
157,54,1,535,26,2,7,Completed,20160204,20160207,20160207,0,0,0,2,31522.44,0.2,63044.88,56740.392
158,55,3,1173,15,2,6,Completed,20160204,20160207,20160206,0,0,0,2,27844.76,0.2,55689.52,50120.568
159,55,1,1173,21,2,6,Completed,20160204,20160207,20160206,0,0,0,1,14184.81,0.05,14184.81,13475.5695
160,55,2,1173,25,2,6,Completed,20160204,20160207,20160206,0,0,0,2,26268.61,0.2,52537.22,47283.498
161,56,1,1241,20,2,6,Completed,20160204,20160206,20160207,1,1,0,2,31522.44,0.07,63044.88,60838.309199999996
162,57,3,1305,13,2,7,Completed,20160204,20160206,20160206,0,0,0,1,14184.81,0.07,14184.81,13191.8733
163,57,2,1305,19,2,7,Completed,20160204,20160206,20160206,0,0,0,2,23589.69,0.2,47179.38,42461.441999999995
164,57,1,1305,23,2,7,Completed,20160204,20160206,20160206,0,0,0,2,15760.96,0.1,31521.92,29945.823999999997
165,58,1,504,14,2,6,Completed,20160205,20160207,20160207,0,0,0,2,14184.81,0.05,28369.62,27660.3795
166,58,2,504,18,2,6,Completed,20160205,20160207,20160207,0,0,0,1,23589.69,0.07,23589.69,21938.411699999997
167,58,3,504,23,2,6,Completed,20160205,20160207,20160207,0,0,0,1,15760.96,0.1,15760.96,14184.864
168,59,2,563,2,2,7,Completed,20160205,20160207,20160206,0,0,0,1,39403.18,0.1,39403.18,35462.862
169,59,3,563,17,2,7,Completed,20160205,20160207,20160206,0,0,0,2,22538.92,0.1,45077.84,42823.948
170,59,1,563,21,2,7,Completed,20160205,20160207,20160206,0,0,0,1,14184.81,0.05,14184.81,13475.5695
171,60,2,151,4,1,3,Completed,20160206,20160208,20160207,0,0,0,1,152360.48,0.1,152360.48,137124.432
172,60,1,151,14,1,3,Completed,20160206,20160208,20160207,0,0,0,2,14184.81,0.05,28369.62,27660.3795
173,60,3,151,15,1,3,Completed,20160206,20160208,20160207,0,0,0,1,27844.76,0.07,27844.76,25895.6268
174,60,4,151,22,1,3,Completed,20160206,20160208,20160207,0,0,0,1,14184.81,0.2,14184.81,11347.848
175,61,3,277,5,2,7,Completed,20160206,20160209,20160209,0,0,0,2,69402.54,0.2,138805.08,124924.57199999999
176,61,2,277,15,2,7,Completed,20160206,20160209,20160209,0,0,0,2,27844.76,0.05,55689.52,54297.282
177,61,1,277,25,2,7,Completed,20160206,20160209,20160209,0,0,0,1,26268.61,0.1,26268.61,23641.749
178,62,2,208,8,1,2,Completed,20160207,20160210,20160210,0,0,0,2,94568.37,0.1,189136.74,179679.903
179,62,1,208,14,1,2,Completed,20160207,20160210,20160210,0,0,0,1,14184.81,0.07,14184.81,13191.8733
180,62,3,208,22,1,2,Completed,20160207,20160210,20160210,0,0,0,2,14184.81,0.1,28369.62,26951.139
181,63,3,1075,3,2,7,Completed,20160207,20160209,20160209,0,0,0,1,52537.75,0.1,52537.75,47283.975
182,63,2,1075,19,2,7,Completed,20160207,20160209,20160209,0,0,0,2,23589.69,0.05,47179.38,45999.8955
183,63,1,1075,25,2,7,Completed,20160207,20160209,20160209,0,0,0,2,26268.61,0.1,52537.22,49910.359000000004
184,64,2,1185,22,2,6,Completed,20160207,20160208,20160209,1,1,0,2,14184.81,0.2,28369.62,25532.658
185,64,3,1185,23,2,6,Completed,20160207,20160208,20160209,1,1,0,2,15760.96,0.2,31521.92,28369.728
186,64,4,1185,24,2,6,Completed,20160207,20160208,20160209,1,1,0,2,28895.53,0.1,57791.06,54901.507
187,64,1,1185,25,2,6,Completed,20160207,20160208,20160209,1,1,0,2,26268.61,0.1,52537.22,49910.359000000004
188,65,1,996,12,2,6,Completed,20160208,20160209,20160211,1,2,0,1,28895.53,0.1,28895.53,26005.977
189,66,1,1253,2,2,7,Completed,20160209,20160212,20160212,0,0,0,1,39403.18,0.2,39403.18,31522.544
190,66,3,1253,12,2,7,Completed,20160209,20160212,20160212,0,0,0,1,28895.53,0.07,28895.53,26872.8429
191,66,2,1253,23,2,7,Completed,20160209,20160212,20160212,0,0,0,1,15760.96,0.07,15760.96,14657.692799999999
192,67,4,526,5,3,8,Completed,20160209,20160211,20160210,0,0,0,2,69402.54,0.1,138805.08,131864.826
193,67,2,526,12,3,8,Completed,20160209,20160211,20160210,0,0,0,2,28895.53,0.1,57791.06,54901.507
194,67,5,526,19,3,8,Completed,20160209,20160211,20160210,0,0,0,1,23589.69,0.2,23589.69,18871.752
195,67,3,526,21,3,8,Completed,20160209,20160211,20160210,0,0,0,1,14184.81,0.2,14184.81,11347.848
196,67,1,526,23,3,8,Completed,20160209,20160211,20160210,0,0,0,2,15760.96,0.2,31521.92,28369.728
197,68,1,381,13,2,6,Completed,20160210,20160211,20160213,1,2,0,2,14184.81,0.07,28369.62,27376.6833
198,68,2,381,17,2,6,Completed,20160210,20160211,20160213,1,2,0,1,22538.92,0.1,22538.92,20285.028
199,69,2,1413,5,2,7,Completed,20160210,20160212,20160211,0,0,0,1,69402.54,0.2,69402.54,55522.03199999999
200,69,3,1413,10,2,7,Completed,20160210,20160212,20160211,0,0,0,1,81381.79,0.05,81381.79,77312.70049999999
201,69,1,1413,22,2,7,Completed,20160210,20160212,20160211,0,0,0,2,14184.81,0.1,28369.62,26951.139
202,71,3,797,18,2,7,Completed,20160211,20160214,20160212,0,0,0,1,23589.69,0.1,23589.69,21230.720999999998
203,71,2,797,24,2,7,Completed,20160211,20160214,20160212,0,0,0,1,28895.53,0.2,28895.53,23116.424
204,71,1,797,26,2,7,Completed,20160211,20160214,20160212,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
205,72,2,1386,12,1,2,Completed,20160212,20160215,20160213,0,0,0,1,28895.53,0.05,28895.53,27450.7535
206,72,3,1386,13,1,2,Completed,20160212,20160215,20160213,0,0,0,2,14184.81,0.1,28369.62,26951.139
207,72,1,1386,17,1,2,Completed,20160212,20160215,20160213,0,0,0,2,22538.92,0.07,45077.84,43500.1156
208,73,3,612,3,2,7,Completed,20160212,20160215,20160214,0,0,0,2,52537.75,0.07,105075.5,101397.8575
209,73,1,612,22,2,7,Completed,20160212,20160215,20160214,0,0,0,1,14184.81,0.07,14184.81,13191.8733
210,73,5,612,23,2,7,Completed,20160212,20160215,20160214,0,0,0,2,15760.96,0.2,31521.92,28369.728
211,73,4,612,25,2,7,Completed,20160212,20160215,20160214,0,0,0,1,26268.61,0.07,26268.61,24429.8073
212,73,2,612,26,2,7,Completed,20160212,20160215,20160214,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
213,74,2,264,6,2,7,Completed,20160213,20160215,20160215,0,0,0,1,24692.46,0.07,24692.46,22963.9878
214,74,1,264,16,2,7,Completed,20160213,20160215,20160215,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
215,75,1,587,3,2,6,Completed,20160214,20160215,20160217,1,2,0,1,52537.75,0.1,52537.75,47283.975
216,75,2,587,7,2,6,Completed,20160214,20160215,20160217,1,2,0,2,210152.58,0.07,420305.16,405594.47939999995
217,75,3,587,15,2,6,Completed,20160214,20160215,20160217,1,2,0,1,27844.76,0.2,27844.76,22275.807999999997
218,77,1,385,20,1,2,Completed,20160216,20160219,20160219,0,0,0,1,31522.44,0.07,31522.44,29315.869199999997
219,77,2,385,24,1,2,Completed,20160216,20160219,20160219,0,0,0,2,28895.53,0.1,57791.06,54901.507
220,77,4,385,25,1,2,Completed,20160216,20160219,20160219,0,0,0,1,26268.61,0.2,26268.61,21014.888
221,77,3,385,26,1,2,Completed,20160216,20160219,20160219,0,0,0,1,31522.44,0.2,31522.44,25217.951999999997
222,78,4,1182,14,2,7,Completed,20160216,20160218,20160219,1,1,0,2,14184.81,0.1,28369.62,26951.139
223,78,1,1182,17,2,7,Completed,20160216,20160218,20160219,1,1,0,1,22538.92,0.07,22538.92,20961.1956
224,78,3,1182,18,2,7,Completed,20160216,20160218,20160219,1,1,0,2,23589.69,0.1,47179.38,44820.411
225,78,2,1182,19,2,7,Completed,20160216,20160218,20160219,1,1,0,1,23589.69,0.2,23589.69,18871.752
226,79,3,529,6,1,3,Completed,20160217,20160220,20160220,0,0,0,1,24692.46,0.1,24692.46,22223.214
227,79,1,529,9,1,3,Completed,20160217,20160220,20160220,0,0,0,2,157614.31,0.1,315228.62,299467.189
228,79,2,529,17,1,3,Completed,20160217,20160220,20160220,0,0,0,2,22538.92,0.05,45077.84,43950.894
229,79,4,529,25,1,3,Completed,20160217,20160220,20160220,0,0,0,2,26268.61,0.07,52537.22,50698.4173
230,80,3,397,17,2,6,Completed,20160217,20160220,20160219,0,0,0,1,22538.92,0.2,22538.92,18031.136
231,80,2,397,24,2,6,Completed,20160217,20160220,20160219,0,0,0,1,28895.53,0.1,28895.53,26005.977
232,80,1,397,26,2,6,Completed,20160217,20160220,20160219,0,0,0,1,31522.44,0.1,31522.44,28370.196
233,81,1,521,10,2,6,Completed,20160217,20160219,20160218,0,0,0,2,81381.79,0.2,162763.58,146487.22199999998
234,81,2,521,23,2,6,Completed,20160217,20160219,20160218,0,0,0,2,15760.96,0.05,31521.92,30733.872
235,81,3,521,25,2,6,Completed,20160217,20160219,20160218,0,0,0,2,26268.61,0.05,52537.22,51223.7895
236,82,2,1223,11,2,6,Completed,20160218,20160221,20160220,0,0,0,2,88316.32,0.2,176632.64,158969.37600000002
